id,hi_int_prncp_pd,acc_now_delinq,acc_open_past_24mths,addr_state,annual_inc,application_type,avg_cur_bal,bc_util,delinq_2yrs,delinq_amnt,dti,earliest_cr_line,emp_length,emp_title,grade,home_ownership,initial_list_status,int_rate,last_credit_pull_d,loan_amnt,mort_acc,num_sats,num_tl_120dpd_2m,num_tl_90g_dpd_24m,num_tl_30dpd,out_prncp_inv,pub_rec,pub_rec_bankruptcies,purpose,sub_grade,term,tot_coll_amt,tot_cur_bal,total_rec_late_fee,verification_status
7073,0,0,4,CA,50000,Individual,4071,31.5,0,0,7.89,Nov-2006,< 1 year,Human Resources,B,OWN,w,11.99,Feb-2019,15000,1,9,0,0,0,0,0,0,debt_consolidation,B5,60 months,0,36637,0,Not Verified
7074,0,0,4,CA,70000,Individual,21994,93,0,0,18.5,Aug-2001,10+ years,office manager,C,MORTGAGE,w,12.69,Feb-2019,14400,5,10,0,0,0,0,0,0,debt_consolidation,C2,60 months,0,219942,0,Not Verified
7075,0,0,6,IN,60000,Individual,1585,28.1,0,0,14.5,Feb-1996,2 years,office manager,A,RENT,w,6.49,Mar-2018,12000,0,12,0,0,0,0,1,1,debt_consolidation,A2,36 months,0,17437,0,Source Verified
7076,0,0,3,VA,36000,Individual,3426,59.1,0,0,23.13,Sep-2007,< 1 year,office manager,F,RENT,f,24.08,Jun-2018,3500,0,15,0,0,0,0,0,0,small_business,F2,60 months,0,51384,0,Source Verified
7077,0,0,7,FL,59000,Individual,7218,95.3,0,0,32.26,Jan-2003,10+ years,Officer,C,MORTGAGE,w,13.67,Jul-2017,20400,1,9,0,0,0,0,1,1,debt_consolidation,C3,36 months,405,64963,0,Verified
7078,0,0,13,CA,160000,Individual,33977,1.2,0,0,26.08,Feb-2002,7 years,Officer,A,MORTGAGE,w,7.24,Feb-2019,8000,6,14,0,0,0,3550.35,1,1,home_improvement,A3,36 months,0,441703,30,Not Verified
7079,0,0,4,CA,115000,Individual,5762,83.1,1,0,24.48,Jun-1999,10+ years,Officer,C,RENT,w,15.61,Feb-2019,20000,11,14,0,1,0,0,0,0,credit_card,C5,36 months,0,80674,0,Not Verified
7080,0,0,10,CA,65000,Individual,37256,28.8,0,0,26.84,Jun-2007,9 years,Officer,E,OWN,f,22.74,Feb-2019,9850,2,11,0,0,0,0,0,0,credit_card,E1,36 months,0,409811,0,Verified
7081,0,0,2,NY,93000,Individual,968,35.1,4,0,2.7,Oct-1992,10+ years,Officer,C,OWN,w,16.46,Feb-2019,8000,1,7,0,1,0,5539.79,0,0,debt_consolidation,C5,36 months,0,6779,0,Not Verified
7082,0,0,5,TX,70000,Individual,5372,100.8,0,0,32.48,Mar-2005,10+ years,Officer,D,RENT,w,17.57,Feb-2019,25000,2,11,0,0,0,0,0,0,debt_consolidation,D4,60 months,0,53715,31.45,Source Verified
7083,0,0,11,TX,70000,Individual,24348,56.5,1,0,23.57,May-2000,4 years,Officer,C,MORTGAGE,w,14.46,Feb-2019,24000,8,15,0,0,0,0,0,0,debt_consolidation,C4,60 months,0,365220,0,Not Verified
7084,0,0,2,GA,100000,Individual,40496,42.8,0,0,16.79,Aug-2006,4 years,Officer,A,MORTGAGE,w,5.32,Feb-2019,20000,1,10,0,0,0,13142.23,0,0,credit_card,A1,36 months,0,404960,0,Not Verified
7085,0,0,4,MI,96000,Individual,2300,30.7,0,0,15.14,Jul-2003,8 years,Officer,B,RENT,w,9.93,Dec-2017,35000,1,14,0,0,0,0,0,0,debt_consolidation,B2,60 months,0,29900,0,Verified
7086,0,0,7,VA,138000,Individual,50355,88.5,2,0,20.99,Jun-1994,10+ years,Officer,C,MORTGAGE,w,14.99,Feb-2019,30000,6,15,0,0,0,8799.39,0,0,debt_consolidation,C4,36 months,0,755328,0,Verified
7087,0,0,1,VA,130000,Individual,59636,97.6,1,0,9.91,Mar-1998,10+ years,Officer,C,RENT,w,13.49,Feb-2019,31000,3,5,0,1,0,0,0,0,credit_card,C2,60 months,0,298178,0,Verified
7088,0,0,7,NJ,160000,Individual,4117,48.5,1,0,11.51,Sep-2000,10+ years,Officer,B,RENT,w,11.44,Feb-2019,35000,2,12,0,1,0,16125.52,0,0,small_business,B4,36 months,0,45285,0,Verified
7089,0,0,14,AL,118000,Individual,19137,28.1,2,0,35.89,Sep-1990,10+ years,Officer,C,MORTGAGE,w,15.31,Feb-2019,24000,1,26,0,0,0,0,0,0,credit_card,C5,60 months,0,459293,28.74,Not Verified
7090,0,0,9,WA,87000,Individual,16231,16.3,0,0,16.45,Aug-2008,4 years,Officer,A,OWN,w,7.24,Feb-2019,15000,1,26,0,0,0,0,0,0,debt_consolidation,A3,36 months,0,421999,0,Not Verified
7091,0,0,3,SC,45000,Individual,4004,68.6,0,0,25.47,Nov-2000,1 year,Officer,B,RENT,w,11.53,Nov-2017,20000,0,13,0,0,0,0,0,0,debt_consolidation,B5,36 months,0,44039,0,Verified
7092,0,0,4,CA,200000,Individual,3143,23.6,0,0,1.97,Jan-2004,2 years,VP,A,RENT,w,8.19,Feb-2019,20000,0,7,0,0,0,19012.66,0,0,debt_consolidation,A4,36 months,0,22001,0,Not Verified
7093,0,0,9,CA,150000,Individual,28999,78.4,0,0,19.75,Jul-1994,10+ years,VP,C,MORTGAGE,w,13.99,Oct-2018,28000,1,17,0,0,0,0,0,0,debt_consolidation,C4,36 months,0,492987,0,Verified
7094,0,0,2,NY,150000,Individual,17496,61.6,0,0,3.65,Jun-1999,10+ years,VP,A,MORTGAGE,w,7.26,Sep-2018,28000,4,11,0,0,0,0,0,0,home_improvement,A4,36 months,0,174959,0,Source Verified
7095,0,0,5,GA,220000,Individual,20462,77.5,0,0,21.08,May-2000,10+ years,VP,A,MORTGAGE,w,8.81,Feb-2019,8400,5,20,0,0,0,7989.08,0,0,debt_consolidation,A5,36 months,0,409246,0,Not Verified
7096,0,0,1,NJ,130000,Individual,16804,2.5,0,0,3.77,Mar-1994,10+ years,VP,A,MORTGAGE,w,7.07,Feb-2019,5000,2,10,0,0,0,2907.61,0,0,medical,A2,36 months,0,168038,0,Not Verified
7097,0,0,2,PA,48000,Individual,2713,93.4,0,0,6.65,Aug-1994,4 years,painter,C,OWN,w,13.65,Oct-2017,12000,0,4,0,0,0,0,1,1,debt_consolidation,C1,60 months,0,10850,0,Source Verified
7098,0,0,10,TX,143000,Individual,22480,84.7,0,0,22.36,May-2006,6 years,Operations Supervisor,B,OWN,w,10.99,Feb-2019,6000,2,15,0,0,0,767.73,0,0,debt_consolidation,B4,36 months,0,337194,0,Verified
7099,0,0,5,IN,36000,Individual,28699,50.3,0,0,7.6,Jan-2011,2 years,Operations Supervisor,C,MORTGAGE,w,15.99,Dec-2018,6000,1,9,0,0,0,0,0,0,debt_consolidation,C5,36 months,1098,229595,0,Source Verified
7100,0,0,2,IL,56000,Individual,4870,63.5,0,0,12.49,Jul-2012,3 years,Inspector,C,RENT,w,15.59,Feb-2019,12000,0,6,0,0,0,2017.95,0,0,debt_consolidation,C5,36 months,0,29218,0,Source Verified
7101,0,0,1,NY,45000,Individual,4901,83,0,0,4.77,Jul-2005,7 years,Inspector,B,MORTGAGE,w,9.93,Sep-2018,5000,0,4,0,0,0,0,0,0,car,B2,36 months,0,19605,0,Not Verified
7102,0,0,16,TX,150000,Individual,21415,62.1,0,0,26.61,Sep-1998,< 1 year,Inspector,C,MORTGAGE,w,12.39,Feb-2019,24000,2,13,0,0,0,0,0,0,debt_consolidation,C1,36 months,4913,278393,0,Source Verified
7103,0,0,5,CA,100000,Individual,22405,39.1,0,0,12.06,Apr-2006,< 1 year,Designer,A,RENT,f,5.32,Feb-2019,12000,4,12,0,0,0,0,0,0,credit_card,A1,36 months,0,268855,0,Not Verified
7104,0,0,2,NY,44500,Individual,2133,140.5,0,0,9.98,Feb-2007,3 years,Designer,C,RENT,w,12.29,Jul-2018,12000,0,6,0,0,0,0,0,0,credit_card,C1,36 months,0,12795,0,Verified
7105,0,0,1,TX,84000,Individual,3528,65.5,3,0,7.53,Sep-2004,< 1 year,Designer,B,RENT,w,10.75,Feb-2019,3000,3,5,0,2,0,0,0,0,other,B4,36 months,0,17640,0,Source Verified
7106,0,0,11,KY,90000,Individual,4072,43.3,0,0,21.49,Feb-1994,10+ years,Designer,B,RENT,w,9.92,Feb-2019,6500,1,18,0,0,0,4883.09,0,0,credit_card,B2,36 months,0,73296,0,Not Verified
7107,0,0,11,CA,145000,Individual,24036,63.4,0,0,16.92,Apr-1995,3 years,Assistant Professor,A,MORTGAGE,w,8.46,Feb-2019,40000,1,23,0,0,0,35030.57,0,0,debt_consolidation,A5,36 months,0,528795,0,Source Verified
7108,0,0,2,NY,71131,Individual,3420,90.4,0,0,10.87,Apr-2003,< 1 year,Assistant Professor,B,OWN,w,10.99,Jun-2017,18000,0,14,0,0,0,0,0,0,credit_card,B2,36 months,0,44459,0,Not Verified
7109,0,0,5,TX,72000,Individual,3165,98,0,0,16.38,Oct-1998,8 years,Assistant Professor,C,RENT,w,11.99,Feb-2019,25000,0,10,0,0,0,0,0,0,credit_card,C1,36 months,0,31645,0,Source Verified
7110,0,0,5,VA,66000,Individual,7373,31.4,0,0,26.2,Sep-1999,2 years,Assistant Professor,A,RENT,w,6.03,Aug-2016,14000,0,20,0,0,0,0,0,0,credit_card,A1,36 months,0,132712,0,Not Verified
7111,0,0,8,VA,72000,Individual,4204,27.2,0,0,13.61,Sep-1999,8 years,Assistant Professor,C,RENT,f,13.49,Dec-2018,14000,0,10,0,0,0,0,0,0,moving,C2,36 months,0,42037,0,Not Verified
7112,0,0,3,AL,72324,Individual,20538,30.1,0,0,20.81,Oct-2002,10+ years,Assistant Professor,A,MORTGAGE,w,5.31,Feb-2019,30000,3,15,0,0,0,21333.79,1,1,other,A1,36 months,0,308072,0,Source Verified
7113,0,0,5,FL,34000,Individual,1454,1.9,0,0,17.51,Aug-2009,5 years,Front desk,A,MORTGAGE,w,8.46,Feb-2019,10000,0,14,0,0,0,9009.59,0,0,debt_consolidation,A5,36 months,0,20352,0,Source Verified
7114,0,0,3,NY,25000,Individual,594,60,0,0,5.18,Jul-2011,< 1 year,Front desk,C,RENT,w,13.99,Aug-2018,4000,0,6,0,0,0,0,0,0,debt_consolidation,C3,36 months,0,3566,0,Source Verified
7115,0,0,4,VA,105000,Individual,16590,50.2,0,0,26.43,Apr-2000,10+ years,IT Specialist,A,OWN,w,7.46,Jan-2019,21000,5,19,0,0,0,0,0,0,credit_card,A4,60 months,0,315201,0,Verified
7116,0,0,5,NJ,75000,Individual,5508,9.1,0,0,19.58,May-2004,2 years,IT Specialist,D,RENT,w,19.03,Apr-2018,36000,0,8,0,0,0,0,1,1,debt_consolidation,D3,60 months,0,44060,0,Source Verified
7117,0,0,6,MD,90000,Individual,17494,65.1,2,0,19.87,Sep-2002,6 years,IT Specialist,D,MORTGAGE,w,17.57,Oct-2016,21000,2,10,0,0,0,0,1,0,small_business,D4,60 months,0,174944,0,Verified
7118,0,0,0,MA,73000,Individual,75496,45.1,0,0,5.84,Sep-1999,10+ years,IT Specialist,A,MORTGAGE,w,7.39,Feb-2019,15000,7,4,0,0,0,1834.86,0,0,home_improvement,A4,36 months,0,301982,0,Source Verified
7119,0,0,8,MS,86000,Individual,12639,52,0,0,29.62,Nov-1993,5 years,IT Specialist,B,MORTGAGE,w,10.49,Feb-2019,28000,1,24,0,0,0,0,0,0,debt_consolidation,B3,60 months,0,290696,0,Source Verified
7120,0,0,5,FL,45000,Individual,8990,20.3,0,0,26.75,Mar-2005,1 year,Accountant,A,OWN,w,7.35,Feb-2019,10000,0,12,0,0,0,6639.57,0,0,home_improvement,A4,36 months,0,107882,0,Not Verified
7121,0,0,4,FL,35000,Individual,4285,9.8,1,0,27.09,Sep-2006,< 1 year,Accountant,B,RENT,f,10.99,Aug-2018,2600,0,15,0,0,0,0,0,0,debt_consolidation,B4,36 months,0,64275,0,Not Verified
7122,0,0,10,IL,60000,Individual,2679,73.6,0,0,23.6,Sep-2004,8 years,Accountant,B,RENT,w,11.22,Feb-2019,14000,0,18,0,0,0,0,0,0,credit_card,B5,36 months,0,48220,0,Verified
7123,0,0,6,IL,60000,Individual,16973,102,1,0,17.14,Nov-2000,4 years,Accountant,C,MORTGAGE,w,13.33,Apr-2018,3000,2,12,0,0,0,0,0,0,credit_card,C3,36 months,0,186702,0,Verified
7124,0,0,1,IL,50000,Individual,3119,73.4,0,0,9.24,Aug-1995,10+ years,Accountant,C,OWN,f,14.49,Oct-2016,6650,0,9,0,0,0,0,1,1,debt_consolidation,C4,36 months,0,28067,0,Source Verified
7125,0,0,4,CA,71500,Individual,5977,63.1,0,0,22.63,May-1994,9 years,Accountant,A,RENT,w,7.89,Feb-2019,14400,0,8,0,0,0,0,1,1,debt_consolidation,A5,36 months,0,47812,0,Source Verified
7126,0,0,5,CA,94000,Individual,57559,94.7,0,0,27.93,Mar-1985,10+ years,Accountant,D,MORTGAGE,w,16.55,Feb-2019,24000,7,12,0,0,0,0,0,0,credit_card,D2,36 months,4250,633144,0,Source Verified
7127,0,0,3,CA,91000,Individual,19611,17.3,0,0,17.2,May-2003,2 years,Accountant,A,MORTGAGE,w,7.84,Feb-2019,15000,2,11,0,0,0,13749.73,0,0,credit_card,A4,60 months,0,215718,0,Not Verified
7128,0,0,3,OH,100000,Individual,24957,78.6,0,0,20.24,Feb-2000,10+ years,Accountant,A,MORTGAGE,w,6.99,Nov-2017,28000,2,13,0,0,0,0,0,0,credit_card,A3,36 months,0,249567,0,Source Verified
7129,0,0,8,NY,70000,Individual,3412,52.2,1,0,20.94,Oct-1994,10+ years,Accountant,D,OWN,w,18.99,Feb-2019,12350,0,14,0,0,0,0,1,1,other,D4,36 months,0,47764,0,Verified
7130,0,0,1,NY,126000,Individual,11883,86.2,0,0,14.55,Jun-2007,10+ years,Accountant,B,OWN,w,9.92,Feb-2019,20000,0,7,0,0,0,15025.06,0,0,debt_consolidation,B2,36 months,0,83183,0,Not Verified
7131,0,0,4,NY,59000,Individual,5138,81.6,0,0,21.38,May-1999,6 years,Accountant,C,RENT,w,12.29,Nov-2017,24000,0,13,0,0,0,0,0,0,debt_consolidation,C1,60 months,0,66800,0,Verified
7132,0,0,9,NY,80000,Individual,3347,82.8,1,0,27.6,Feb-1989,10+ years,Accountant,B,RENT,f,11.99,Feb-2019,6000,4,17,0,0,0,3101.05,0,0,debt_consolidation,B5,36 months,0,56907,0,Not Verified
7133,0,0,11,TX,175000,Individual,21883,65.9,0,0,13.7,May-2000,4 years,Accountant,B,MORTGAGE,w,8.24,Feb-2019,10000,4,16,0,0,0,3320.6,1,0,home_improvement,B1,36 months,139,350127,0,Source Verified
7134,0,0,6,TX,65000,Individual,10787,19.5,0,0,27.44,Feb-2006,10+ years,Accountant,A,MORTGAGE,w,7.99,Feb-2019,10000,2,16,0,0,0,2434.95,0,0,debt_consolidation,A4,36 months,0,151017,15.67,Source Verified
7135,0,0,4,TX,60000,Individual,6156,75.1,0,0,19.12,Aug-2003,3 years,Accountant,C,RENT,f,13.98,Feb-2019,16000,0,13,0,0,0,0,0,0,credit_card,C3,36 months,157,80030,0,Source Verified
7136,0,0,10,TN,47000,Individual,11873,21.3,0,0,35.7,Jan-1999,4 years,Accountant,A,MORTGAGE,w,7.35,Feb-2019,11000,2,20,0,0,0,6708.31,0,0,car,A4,36 months,309,225582,0,Source Verified
7137,0,0,4,PA,105000,Individual,17659,52,0,0,13.67,Aug-2004,6 years,Accountant,B,MORTGAGE,w,11.53,Feb-2019,21500,1,21,0,0,0,0,0,0,debt_consolidation,B5,36 months,0,370835,0,Not Verified
7138,0,0,1,NV,85000,Individual,22005,56.3,0,0,17.42,Jul-1996,2 years,Accountant,A,MORTGAGE,w,6.71,Feb-2019,13500,1,10,0,0,0,10017.54,0,0,credit_card,A3,36 months,0,220047,0,Not Verified
7139,0,0,6,AR,83000,Individual,14236,98.9,0,0,28.89,Aug-1997,< 1 year,Accountant,C,MORTGAGE,w,12.69,Sep-2017,32400,2,15,0,0,0,0,0,0,debt_consolidation,C2,36 months,0,199299,0,Verified
7140,0,0,11,GA,85000,Individual,15558,3.1,0,0,21.87,Jul-2001,10+ years,Accountant,B,OWN,w,10.99,Jan-2019,29000,4,18,0,0,0,0,0,0,credit_card,B4,60 months,63,280046,0,Not Verified
7141,0,0,4,GA,50000,Individual,8569,30.4,0,0,6.31,Nov-2005,< 1 year,Accountant,B,RENT,f,11.49,Apr-2018,10000,0,11,0,0,0,0,0,0,debt_consolidation,B5,36 months,170,94264,0,Source Verified
7142,0,0,2,IN,40000,Individual,907,33.4,1,0,14.52,May-1981,10+ years,Accountant,B,MORTGAGE,f,10.15,May-2017,4000,0,15,0,0,0,0,0,0,medical,B2,36 months,178,11790,0,Not Verified
7143,0,0,3,VA,92500,Individual,28914,81.2,0,0,21.83,Aug-1998,7 years,Accountant,B,MORTGAGE,w,11.99,Feb-2019,30000,1,15,0,0,0,18788.53,0,0,debt_consolidation,B5,36 months,0,404795,0,Source Verified
7144,0,0,7,NJ,70000,Individual,13577,82,0,0,8.91,Sep-2009,6 years,Accountant,C,MORTGAGE,w,12.29,Oct-2018,9000,1,12,0,0,0,0,0,0,credit_card,C1,36 months,0,162927,0,Not Verified
7145,0,0,2,NJ,75000,Individual,19220,49.1,0,0,9.34,Jan-1999,< 1 year,Accountant,A,MORTGAGE,w,6.24,Feb-2019,24000,1,16,0,0,0,0,0,0,credit_card,A2,36 months,0,249854,0,Verified
7146,0,0,3,WV,70000,Individual,12522,90.7,0,0,14.91,Sep-1973,10+ years,Accountant,E,MORTGAGE,w,19.99,Oct-2018,32100,2,9,0,0,0,0,0,0,credit_card,E1,60 months,0,112700,0,Source Verified
7147,0,0,7,MD,140000,Individual,6184,80.8,0,0,17.32,Dec-1990,8 years,Accountant,B,RENT,w,12.49,Feb-2019,20000,0,15,0,0,0,0,0,0,credit_card,B5,36 months,200,92753,0,Verified
7148,0,0,4,MD,80000,Individual,7503,38.3,1,0,25.41,Aug-2006,2 years,Accountant,B,RENT,f,11.49,Sep-2017,6000,0,10,0,0,0,0,0,0,debt_consolidation,B5,36 months,452,52521,15.000000064,Verified
7149,0,0,1,MA,65000,Individual,5313,86.7,1,0,30.15,Aug-1993,9 years,Accountant,C,RENT,w,15.05,Jan-2019,20000,0,11,0,0,0,0,0,0,credit_card,C4,60 months,0,47817,0,Not Verified
7150,0,0,8,LA,72000,Individual,6087,32.9,0,0,20.22,Apr-2005,3 years,Accountant,B,RENT,w,10.07,Feb-2019,10000,0,15,0,0,0,7774.5,0,0,credit_card,B2,36 months,0,85215,0,Source Verified
7151,0,0,4,SC,54000,Individual,4719,99.1,0,0,17.38,Aug-2008,1 year,Accountant,C,RENT,w,12.05,Nov-2018,8000,0,16,0,0,0,0,0,0,debt_consolidation,C1,36 months,0,75497,0,Verified
7152,0,0,0,CA,35600,Individual,54490,68.3,1,0,15.34,Apr-1998,< 1 year,Accounts Payable,C,MORTGAGE,w,14.31,Jan-2018,6850,2,6,0,0,0,0,0,0,debt_consolidation,C4,36 months,0,326940,0,Not Verified
7153,0,0,1,TX,33500,Individual,3049,41,0,0,19.89,Aug-2007,3 years,Accounts Payable,B,RENT,w,10.42,Feb-2019,1000,0,24,0,0,0,0,0,0,vacation,B3,36 months,0,70117,0,Not Verified
7154,0,0,6,CT,92000,Individual,22728,93.3,0,0,30.71,Nov-1995,2 years,Branch Manager,D,MORTGAGE,w,16.99,Feb-2019,16000,3,19,0,0,0,0,0,0,debt_consolidation,D3,60 months,0,409102,0,Verified
7155,0,0,2,MO,88000,Individual,4414,34.4,2,0,10.84,Mar-1989,10+ years,Branch Manager,A,OWN,w,5.31,Feb-2019,24000,4,10,0,0,0,18352.73,0,0,credit_card,A1,36 months,1140,39729,0,Source Verified
7156,0,0,5,FL,85000,Individual,6621,40.1,0,0,34.29,Sep-2003,5 years,Branch Manager,A,RENT,w,7.39,Feb-2019,4000,0,14,0,0,0,245.9,1,1,car,A4,36 months,300,92700,0,Not Verified
7157,0,0,4,FL,116000,Individual,16819,83.2,2,0,17.83,Nov-2000,10+ years,Branch Manager,B,MORTGAGE,w,10.49,Jan-2019,15000,1,15,0,2,0,0,0,0,debt_consolidation,B3,36 months,87,252290,0,Source Verified
7158,0,0,5,FL,47000,Individual,2261,83.3,0,0,10.62,Sep-2002,9 years,Branch Manager,D,RENT,f,19.52,Aug-2018,10625,1,7,0,0,0,0,0,0,debt_consolidation,D4,60 months,0,11304,15.0000000538,Verified
7159,0,0,3,IL,290000,Individual,51640,89.6,1,0,18.89,Nov-1996,2 years,Branch Manager,A,MORTGAGE,w,8.59,Feb-2019,25000,1,10,0,0,0,0,0,0,debt_consolidation,A5,36 months,175,516398,0,Verified
7160,0,0,10,CA,73000,Individual,3582,39.6,0,0,21.47,Dec-2011,10+ years,Branch Manager,D,RENT,w,18.06,Dec-2018,3000,0,11,0,0,0,0,1,1,debt_consolidation,D2,36 months,179,39405,0,Source Verified
7161,0,0,6,CA,70000,Individual,4809,7.9,1,0,32.92,Apr-2005,10+ years,Branch Manager,G,RENT,w,30.99,Nov-2017,12000,0,14,0,0,0,0,0,0,debt_consolidation,G5,60 months,0,57712,0,Source Verified
7162,0,0,6,CA,109000,Individual,20320,79.4,1,0,22.43,Aug-2001,10+ years,Branch Manager,D,MORTGAGE,f,18.25,Feb-2019,35000,3,15,0,0,0,0,0,0,debt_consolidation,D3,60 months,0,304794,0,Verified
7163,0,0,7,OH,75000,Individual,2912,100.2,0,0,29.27,Aug-1999,10+ years,Branch Manager,E,RENT,w,19.19,Sep-2018,10800,0,16,0,0,0,0,0,0,debt_consolidation,E3,60 months,0,46598,0,Source Verified
7164,0,0,6,TX,42000,Individual,13586,53,0,0,39.34,Apr-2003,4 years,Branch Manager,B,MORTGAGE,w,8.18,Jan-2018,6000,0,12,0,0,0,0,0,0,home_improvement,B1,36 months,890,163026,0,Not Verified
7165,0,0,3,TX,33000,Individual,8322,93,0,0,34.18,Aug-2009,1 year,Branch Manager,D,RENT,w,16.29,Feb-2019,6550,0,7,0,0,0,1374.44,0,0,debt_consolidation,D1,36 months,0,58252,0,Source Verified
7166,0,0,2,TN,70000,Individual,8032,37.2,1,0,12.61,Feb-1999,6 years,Branch Manager,A,MORTGAGE,w,7.97,Oct-2017,1400,5,30,0,0,0,0,0,0,medical,A5,36 months,138,240955,0,Source Verified
7167,0,0,4,TN,76000,Individual,4409,99.9,0,0,12.62,May-1989,3 years,Branch Manager,E,RENT,f,25.49,Feb-2019,5600,0,6,0,0,0,0,1,1,debt_consolidation,E4,36 months,0,26453,15,Verified
7168,0,0,7,GA,55000,Individual,20523,48.6,1,0,2.99,Mar-2004,4 years,Branch Manager,C,MORTGAGE,w,12.29,Aug-2018,12000,5,6,0,0,0,0,0,0,major_purchase,C1,36 months,2139,123135,0,Verified
7169,0,0,4,NJ,69000,Individual,137716,58.8,0,0,1.57,Nov-2012,5 years,Branch Manager,C,OWN,w,15.59,Aug-2016,2000,3,3,0,0,0,0,0,0,other,C5,36 months,0,413147,0,Source Verified
7170,0,0,9,NJ,60000,Individual,6225,19,1,0,29.86,Aug-1979,10+ years,Branch Manager,B,MORTGAGE,f,8.39,Apr-2016,17000,1,30,0,0,0,0,0,0,credit_card,B1,60 months,0,168068,0,Source Verified
7171,0,0,4,MA,74000,Individual,36784,38,0,0,12.77,Jun-1998,6 years,Branch Manager,C,MORTGAGE,w,14.31,Aug-2017,28000,3,8,0,0,0,0,0,0,debt_consolidation,C4,60 months,0,294272,0,Source Verified
7172,0,0,3,SC,120000,Individual,13896,99.8,0,0,11.31,Apr-1990,10+ years,Branch Manager,A,MORTGAGE,w,6.11,Feb-2019,25000,1,20,0,0,0,21794.99,0,0,credit_card,A1,36 months,0,264021,0,Source Verified
7173,0,0,2,CA,35000,Individual,3204,95.5,1,0,20.37,Sep-2011,4 years,Warehouse,B,RENT,w,9.17,Feb-2019,2650,0,5,0,0,0,0,0,0,credit_card,B2,36 months,0,16019,0,Not Verified
7174,0,0,7,NY,35500,Individual,9863,87.3,0,0,22.85,Dec-2000,10+ years,Warehouse,C,MORTGAGE,w,12.99,Apr-2018,3000,1,14,0,0,0,0,0,0,debt_consolidation,C2,36 months,0,128221,0,Verified
7175,0,0,4,NY,45000,Individual,5982,100.5,0,0,24.03,Oct-2005,6 years,Warehouse,C,OWN,f,14.49,Jul-2018,4000,0,5,0,0,0,0,0,0,debt_consolidation,C4,36 months,59,29912,0,Source Verified
7176,0,0,6,MN,53000,Individual,11410,74.2,0,0,19.88,Mar-2005,10+ years,Warehouse,E,MORTGAGE,w,19.99,Nov-2016,8000,1,12,0,0,0,0,1,1,debt_consolidation,E1,36 months,0,136918,0,Source Verified
7177,0,0,3,MN,30000,Individual,2135,12.2,0,0,22.8,Apr-2012,2 years,Warehouse,A,RENT,w,5.32,Feb-2019,2000,0,10,0,0,0,1039.78,0,0,debt_consolidation,A1,36 months,0,21347,0,Not Verified
7178,0,0,4,TX,148000,Individual,15502,89.7,0,0,24.26,Jul-1991,10+ years,Staff Pharmacist,D,MORTGAGE,w,18.99,Dec-2018,35000,2,13,0,0,0,0,0,0,credit_card,D3,60 months,0,155024,0,Verified
7179,0,0,6,FL,67000,Individual,9345,84.6,0,0,25.7,Apr-2008,1 year,Staff Nurse,C,OWN,w,12.62,Feb-2019,4800,0,6,0,0,0,2757.73,0,0,other,C1,36 months,0,56070,0,Source Verified
7180,0,0,3,CA,82000,Individual,12175,35.7,1,0,24.02,Jun-2003,8 years,Associate Professor,A,MORTGAGE,w,5.32,Feb-2019,12000,0,10,0,1,0,0,0,0,credit_card,A1,36 months,0,121754,0,Source Verified
7181,0,0,9,OH,68495,Individual,9249,50.7,0,0,17.38,Jul-1998,10+ years,Associate Professor,C,MORTGAGE,f,13.33,Feb-2019,15000,2,19,0,0,0,0,0,0,credit_card,C3,36 months,0,147977,0,Source Verified
7182,0,0,4,TX,106000,Individual,24535,69.5,1,0,17.68,Jul-1994,10+ years,Associate Professor,B,OWN,w,11.44,Aug-2018,15000,2,8,0,0,0,0,0,0,home_improvement,B4,36 months,232,196279,24.71,Not Verified
7183,0,0,2,MA,65000,Individual,895,75.4,0,0,4.69,Sep-2006,2 years,Teller,C,RENT,w,14.99,Jul-2018,6850,0,6,0,0,0,0,0,0,debt_consolidation,C5,36 months,382,5372,0,Source Verified
7184,0,0,2,TX,100000,Individual,27445,97.5,0,0,13.51,Oct-1998,10+ years,Border Patrol Agent,B,MORTGAGE,w,10.47,Feb-2019,21000,3,7,0,0,0,19358.9,0,0,debt_consolidation,B2,60 months,0,192114,0,Source Verified
7185,0,0,1,AZ,72000,Individual,28869,29.8,0,0,8.57,Jan-2010,5 years,Border Patrol Agent,A,MORTGAGE,w,7.21,Feb-2019,15000,1,5,0,0,0,8318.54,0,0,debt_consolidation,A3,36 months,0,144344,0,Not Verified
7186,0,0,2,IL,31200,Individual,4877,81,0,0,12,Oct-2012,1 year,Agent,C,RENT,w,12.99,Feb-2019,3850,0,4,0,0,0,128.03,0,0,major_purchase,C2,36 months,0,19506,0,Source Verified
7187,0,0,5,CA,90000,Individual,22355,43.3,0,0,10.93,May-1997,2 years,Agent,A,MORTGAGE,w,7.9,Apr-2015,20000,2,11,0,0,0,0,0,0,credit_card,A4,36 months,0,245903,0,Verified
7188,0,0,6,TX,54000,Individual,2840,3.8,0,0,21.02,Mar-1993,10+ years,Agent,B,OWN,f,9.17,Aug-2018,20000,0,18,0,0,0,0,0,0,debt_consolidation,B2,36 months,0,48280,0,Not Verified
7189,0,0,4,AR,70000,Individual,27556,40.8,0,0,19.05,Aug-1993,< 1 year,Agent,C,MORTGAGE,f,11.99,Feb-2019,20000,1,11,0,0,0,657.23,0,0,small_business,C1,36 months,0,303116,0,Source Verified
